en_sents,vi_sents
I have a wife and three sons in Boston,tôi có vợ và ba con trai ở boston
What are the pros and cons of hitchhiking?,những ưu và nhược điểm của quá giang xe là gì?
I couldn't take your place,tôi không thể thay thế bạn
Mother went shopping at the department store,mẹ đi mua sắm ở cửa hàng bách hóa
Could you shout to Tom and tell him it's breakfast time?,bạn có thể hét lên với tom và nói với anh ấy là giờ ăn sáng không?
Please correct my bill.,xin vui lòng sửa hóa đơn của tôi.
The sisters hate each other.,Hai chị em ghét nhau.
Do you want anything special?,bạn có muốn điều gì đặc biệt không?
Tom can't do anything without Mary's help,Tom không thể làm gì nếu không có sự giúp đỡ của mary
The cause of the accident is still not clear.,nguyên nhân vụ tai nạn vẫn chưa rõ ràng.
He is a cheerful boy,anh ấy là một cậu bé vui vẻ
Tom chose to stay,tom chọn ở lại
Tom seems to be looking for trouble,Tom dường như đang tìm kiếm rắc rối
I'm going to send my mother some flowers.,Tôi sẽ gửi cho mẹ tôi một vài bông hoa.
Jane didn't buy it after all.,Jane đã không mua nó sau khi tất cả.
Everything was perfect,mọi thứ đều hoàn hảo
"Hey everyone, please listen","chào mọi người, hãy lắng nghe"
I'll come right over.,Tôi sẽ đến ngay.
Did you know that some foxes lived on this mountain?,Bạn có biết rằng một số con cáo sống trên ngọn núi này?
Tom doesn't take very good care of his children.,Tom không chăm sóc con cái tốt lắm.
The food didn't taste very good,thức ăn không ngon
The moon landing was a monumental achievement,hạ cánh mặt trăng là một thành tựu lớn
I consider Tom a good friend,tôi coi tom là một người bạn tốt
The wounded soldiers were left in the field.,những người lính bị thương bị bỏ lại trên cánh đồng.
The travel company furnished us with all the details of the tour,công ty du lịch cung cấp cho chúng tôi tất cả các chi tiết của tour du lịch
I didn't catch one single fish,tôi đã không bắt được một con cá
I wash my face every morning,tôi rửa mặt mỗi sáng
Can I bum a cigarette off you?,tôi có thể bum điếu thuốc không?
The majority of those men worked in the mine,phần lớn những người đàn ông làm việc trong mỏ
Tom will give Mary the details later.,tom sẽ cung cấp cho mary các chi tiết sau.
He is old enough to drink.,Anh ấy đủ tuổi để uống.
I have an idea,tôi có ý này
Tom refuses to take orders from Mary.,tom từ chối nhận đơn đặt hàng từ mary.
Tom wants to go with you,tom muốn đi với bạn
Tom and Mary enjoyed themselves at the party.,tom và mary rất thích chính mình trong bữa tiệc.
I was agreeably surprised by the low prices.,tôi đã rất ngạc nhiên bởi giá thấp.
"If you don't want me to go, I won't","nếu bạn không muốn tôi đi, tôi sẽ không"
It's as old as the hills,nó cũ như những ngọn đồi
You must join me,bạn phải tham gia với tôi
I've already told you I'm busy.,Tôi đã nói với bạn rằng tôi đang bận.
Don't leave the door open,đừng để cửa mở
I'll go to Tom.,tôi sẽ đi đến tom.
Tom doesn't want to work here.,Tom không muốn làm việc ở đây.
Tom held out his mug and Mary refilled it,tom đưa cốc của mình ra và mary nạp lại
All the church bells started ringing together,tất cả những tiếng chuông nhà thờ bắt đầu vang lên
"If the weather is good, I'll go to the park.","nếu thời tiết tốt, tôi sẽ đến công viên."
How much do the carrots cost?,Cà rốt giá bao nhiêu?
I have absolutely no intention of paying ten dollars,tôi hoàn toàn không có ý định trả mười đô la
I thought Tom was supposed to be here for three weeks.,tôi nghĩ tom đáng lẽ phải ở đây trong ba tuần.
I appreciate your prudence.,tôi đánh giá cao sự thận trọng của bạn.
You have a staff meeting at 2:30,bạn có một cuộc họp nhân viên lúc 2:30
That child was left in the sun too long.,Đứa trẻ đó bị bỏ lại quá lâu.
He spent much of his time reading,anh ấy dành nhiều thời gian để đọc
The odds are in Tom's favor.,tỷ lệ cược có lợi cho tom.
I have to change planes in Boston.,tôi phải thay đổi máy bay trong boston.
I wash my car almost every day.,Tôi rửa xe gần như mỗi ngày.
"He told me that whatever might happen, he was prepared for it","anh ấy nói với tôi rằng bất cứ điều gì có thể xảy ra, anh ấy đã chuẩn bị cho nó"
He didn't care for swimming,anh ấy không quan tâm đến việc bơi lội
A burglar broke in while he was asleep,một tên trộm đột nhập vào trong khi anh ta đang ngủ
I think Tom and Mary are dating.,Tôi nghĩ rằng tom và mary đang hẹn hò.
We had to leave quickly.,chúng tôi phải rời đi nhanh chóng.
Trading with Japan is not easy,giao dịch với Nhật Bản không dễ dàng
"I don't want to go by plane, if I can help it","tôi không muốn đi bằng máy bay, nếu tôi có thể giúp nó"
We learned that English is an international language,chúng tôi đã học được rằng tiếng Anh là một ngôn ngữ quốc tế
All were present,tất cả đều có mặt
I shook hands with her,tôi bắt tay cô ấy
Tom got some more bad news,tom có thêm một số tin xấu
What is one food that you could never give up?,một thực phẩm mà bạn không bao giờ có thể từ bỏ là gì?
Tom is only in town for a few days.,tom chỉ ở trong thị trấn trong một vài ngày.
Tom and Mary aren't quite sure what to make of this,tom và mary không chắc chắn nên làm gì
Japanese high school students go to school 35 weeks a year,học sinh trung học Nhật Bản đi học 35 tuần một năm
He did a very foolish thing,anh ấy đã làm một điều rất ngu ngốc
"After dinner, he usually sleeps","Sau bữa tối, anh thường ngủ."
Not every student has a dictionary,không phải học sinh nào cũng có từ điển
Tell Tom I miss him.,nói với tom tôi nhớ anh ấy
Tom wasn't satisfied with the pay he was getting.,Tom không hài lòng với mức lương mà anh ta nhận được.
May I do it right now?,tôi có thể làm điều đó ngay bây giờ không?
We have to run now.,chúng ta phải chạy ngay bây giờ
She is determined to succeed this time.,lần này cô quyết tâm thành công.
Tom thanked Mary for her advice.,tom cảm ơn mary cho lời khuyên của mình.
Tom and I'll both be there.,Tom và tôi sẽ cùng ở đó.
He's still underage.,Anh ấy vẫn chưa đủ tuổi.
Who gains by the victim's death?,Ai kiếm được bằng cái chết của nạn nhân?
We've got to get away.,chúng ta phải đi thôi.
Your mother has made you what you are,mẹ bạn đã làm cho bạn những gì bạn đang có
Tom handed Mary some pictures,tom đưa mary một số hình ảnh
"She is, if anything, a little better today.","cô ấy, nếu có bất cứ điều gì, tốt hơn một chút ngày hôm nay."
"This building looks large from the front, but not from the side","tòa nhà này trông lớn từ phía trước, nhưng không phải từ phía bên"
Think of all the things you should tell Tom.,nghĩ về tất cả những điều bạn nên nói với tom
That's the best price you'll get around here.,đó là mức giá tốt nhất bạn sẽ nhận được ở đây.
I told everybody about what happened,tôi đã nói với mọi người về những gì đã xảy ra
Tom took a few snapshots.,tom chụp một vài bức ảnh
How was Hawaii?,hawaii thế nào?
Don't you drag me into this,bạn không kéo tôi vào đây
I didn't really know Tom that well,tôi thực sự không biết rõ về tom
Would you look after my cat?,bạn sẽ chăm sóc con mèo của tôi?
You haven't done what I told you yet.,bạn đã không làm những gì tôi nói với bạn chưa.
I said come alone,tôi nói đến một mình
I will find a way to repay you.,tôi sẽ tìm cách trả ơn bạn
"You have something to say about everything, don't you?",bạn có điều gì muốn nói về mọi thứ không?
Let's talk about work,hãy nói về công việc
They had heard that he was a very honest man,họ đã nghe nói rằng anh ta là một người rất trung thực
Even idiots can give good advice.,ngay cả những kẻ ngốc cũng có thể đưa ra lời khuyên tốt.
A horse is a friendly animal.,ngựa là một động vật thân thiện.
Tom asked if anyone had seen Mary.,Tom hỏi có ai đã xem mary chưa.
You may use my car at any time,bạn có thể sử dụng xe của tôi bất cứ lúc nào
Go get your car,đi lấy xe của bạn
It is not easy to distinguish good from evil.,không dễ để phân biệt thiện và ác.
Tom clapped his hands.,Tom vỗ tay.
We already tried that,chúng tôi đã thử nó
Tom has returned from Boston,tom đã trở về từ boston
Persons under age are prohibited from smoking.,người dưới tuổi bị cấm hút thuốc.
Tom wadded up the piece of paper.,tom vẩy lên mảnh giấy.
Mother bought my brother a yellow umbrella.,Mẹ mua cho em tôi một chiếc ô màu vàng.
He read the letter with tears running down his cheeks,Anh đọc bức thư mà nước mắt chảy dài trên má
Tom switched off his computer,tom tắt máy tính của mình
The policeman grabbed the boy's arm.,viên cảnh sát nắm lấy cánh tay của cậu bé.
I decided to buy a car.,tôi quyết định mua một chiếc xe hơi
How long is the stopover?,Điểm dừng là bao lâu?
The coast is clear,bờ biển sạch sẽ
She likes going to the library.,cô ấy thích đến thư viện
Thanks for doing that for Tom.,cảm ơn vì đã làm điều đó cho tom
It is forbidden for you to touch that switch,Cấm bạn chạm vào công tắc đó
He lost his balance and fell off the ladder,anh ta mất thăng bằng và ngã ra khỏi thang
I'm just filling in here temporarily.,Tôi chỉ đang điền vào đây tạm thời.
I guess that's why Tom was so late,tôi đoán đó là lý do tại sao tom đã rất muộn
Xiaoli is the tallest in our class.,xiaoli là người cao nhất trong lớp của chúng tôi.
Don't go up there,đừng lên đó
I have no time to listen to such everyday affairs,tôi không có thời gian để lắng nghe những công việc hàng ngày như vậy
I can't feel anything.,tôi không cảm thấy gì cả
Are you pregnant?,cô mang thai à?
We're all different.,chúng ta đều khác nhau
What do Japanese students usually eat for lunch?,Sinh viên Nhật thường ăn gì vào bữa trưa?
Tom took his socks off.,tom cởi tất ra.
"In 2010, there was a shortage of H1N1 vaccine.","năm 2010, thiếu vắc-xin h1n1."
She cannot be over thirty,cô ấy không thể hơn ba mươi
"She can ride a motorcycle, not to mention a bicycle","cô ấy có thể đi xe máy, không kể xe đạp"
Someone has walked off with my pencil.,ai đó đã đi bằng bút chì của tôi.
I knew I should've stayed at home,tôi biết tôi nên ở nhà
She easily catches cold,cô ấy dễ dàng bị cảm lạnh
How much do they cost?,Những thứ này có giá bao nhiêu?
What is your greatest strength?,Điểm mạnh nhất của bạn là gì?
Did he hit you?,anh ta có đánh bạn không
I can't stand his arrogance any longer.,tôi không thể chịu được sự kiêu ngạo của anh ấy nữa.
I'm sure that'll really be appreciated.,Tôi chắc chắn rằng nó sẽ thực sự được đánh giá cao.
Last Friday I ate dinner with my girlfriend in a restaurant,Thứ sáu tuần trước tôi đã ăn tối với bạn gái trong một nhà hàng
Did you give Tom a present for his birthday?,bạn đã tặng tom một món quà cho ngày sinh nhật của anh ấy?
Australia is smaller than South America,Úc nhỏ hơn Nam Mỹ
"Tom sat on the porch, reading the evening paper","Tom ngồi ngoài hiên, đọc báo buổi tối"
What's going to happen when they find out what we did?,Điều gì sẽ xảy ra khi họ tìm ra những gì chúng ta đã làm?
"She held back her anger, and smiled graciously.",Cô kìm nén cơn giận và mỉm cười ân cần.
"If Tom goes swimming, so will I","nếu tom đi bơi, tôi cũng vậy"
Try staying out of the way.,cố gắng tránh đường
Do you think I should stop Tom?,Bạn có nghĩ rằng tôi nên dừng tom?
Do you see that house? That's my house.,bạn có thấy ngôi nhà đó không đó là nhà của tôi
Why did you want to come back here?,tại sao bạn muốn quay lại đây
Tom is the most diligent student in his class,tom là học sinh siêng năng nhất trong lớp
He'll soon catch up with Tom,anh ấy sẽ sớm bắt kịp với tom
Tom always asks for my opinion.,tom luôn hỏi ý kiến của tôi
The square root of one hundred forty four is twelve.,căn bậc hai của một trăm bốn mươi bốn là mười hai.
Misako married a Canadian last June,misako kết hôn với một người Canada cuối tháng sáu
They're going to get themselves killed.,họ sẽ tự sát.
The kidnapper told me he'd kill Tom if I didn't show up alone.,kẻ bắt cóc nói với tôi rằng anh ta sẽ giết tom nếu tôi không xuất hiện một mình.
His son had been killed in a duel.,con trai ông đã bị giết trong một cuộc đấu tay đôi.
We're going to the mall.,chúng ta sẽ đến trung tâm thương mại
Birds are flying above the trees,những con chim đang bay trên cây
I'm sure that wasn't part of the plan,tôi chắc chắn rằng đó không phải là một phần của kế hoạch
Do you have a house in Italy?,bạn có nhà ở Ý không?
When will we get to Sydney?,khi nào chúng ta sẽ đến sydney?
Who can remember?,ai có thể nhớ
Tom didn't actually hit me.,Tom đã không thực sự đánh tôi.
Mary was cruel to Tom,mary rất tàn nhẫn với tom
We met at the designated spot.,chúng tôi đã gặp nhau tại địa điểm được chỉ định.
They were almost starving,họ gần như chết đói
He used to be an imaginative boy.,anh từng là một cậu bé giàu trí tưởng tượng.
She showed him several books that were on the shelf.,Cô cho anh xem vài quyển sách trên kệ.
Can I talk to you guys for a second?,tôi có thể nói chuyện với các bạn một chút không?
Stop crying like a girl.,ngừng khóc như một cô gái
I didn't know you kept it,tôi không biết bạn đã giữ nó
Would you like to take some time off?,bạn có muốn nghỉ một chút không?
He promised me he would come early,anh ấy hứa với tôi anh ấy sẽ đến sớm
This sentence needs to be checked by a native speaker.,câu này cần được kiểm tra bởi người bản ngữ.
Have you known him for a long time?,bạn quen anh ấy lâu chưa
Did Tom know?,Tom có biết không?
Tom will give you everything you need,tom sẽ cung cấp cho bạn mọi thứ bạn cần
Tom keeps his age a secret,tom giữ bí mật tuổi tác của mình
I thought you'd been killed. I'm glad I was wrong,Tôi nghĩ bạn đã bị giết. tôi vui vì tôi đã sai
I'm busy with homework,tôi đang bận việc nhà
Tom didn't learn how to swim until he was thirteen,Tom không học bơi cho đến khi mười ba tuổi
I just don't want you to have it,tôi chỉ không muốn bạn có nó
They believed in me,họ tin tôi
You can't smoke in this room.,bạn không thể hút thuốc trong phòng này.
Hold your positions.,giữ vị trí của bạn.
That's what I'm suggesting,đó là những gì tôi đang đề xuất
Tom knows what you're thinking,tom biết bạn đang nghĩ gì
It is too long ago.,nó đã quá lâu rồi
He is not wearing a hat,anh ấy không đội mũ
I guess you've got yourself a problem.,Tôi đoán bạn đã có một vấn đề.
Jimmy insisted that I take him to the zoo,jimmy khăng khăng rằng tôi đưa anh ta đến sở thú
Several newspapers published the story.,một số tờ báo xuất bản câu chuyện.
We'll be there before you know it,chúng tôi sẽ ở đó trước khi bạn biết điều đó
I'm being paid to help you,tôi đang được trả tiền để giúp bạn
I was with Tom the night before he died.,tôi đã ở với tom đêm trước khi anh ấy chết.
Tom got the job on the strength of your recommendation.,tom nhận được công việc trên sức mạnh của đề nghị của bạn.
We have a cat and a dog.,chúng tôi có một con mèo và một con chó
I guess that's OK,tôi đoán là ổn
Have you ever scolded your daughter?,bạn đã bao giờ la mắng con gái của bạn?
The climate here is like that of Hokkaido.,khí hậu ở đây giống như của hokkaido.
"If it were not for air and water, we could not live.","nếu không có không khí và nước, chúng ta không thể sống."
I can't do this all by myself.,tôi không thể làm điều này một mình.
Who will host the party?,Ai sẽ tổ chức bữa tiệc?
She showed me her room.,cô ấy chỉ cho tôi phòng của cô ấy
He doesn't seem to be a very intelligent boy,anh ấy không có vẻ là một cậu bé rất thông minh
I've made up my mind,tôi đã quyết định
How do you feel about your decision?,bạn cảm thấy thế nào về quyết định của mình?
The teacher looked over the examination papers,giáo viên nhìn qua bài thi
Have you told anyone else?,bạn đã nói với ai khác chưa?
Tom grabbed Mary by the hair.,tom nắm lấy mary bởi mái tóc.
We are all poor swimmers with the possible exception of Jack,tất cả chúng ta đều là những người bơi kém với ngoại lệ
I go for a walk every other day.,tôi đi dạo mỗi ngày
A burglar broke into the house.,Một tên trộm đột nhập vào nhà.
They just don't trust you.,họ không tin bạn.
We can't guarantee that.,chúng tôi không thể đảm bảo điều đó.
I was really moved by this.,tôi thực sự cảm động vì điều này
Tom is an old and trusted friend,tom là một người bạn cũ và đáng tin cậy
Can you do me a big favor?,bạn có thể giúp tôi một việc lớn không?
All members must follow these rules.,tất cả các thành viên phải tuân theo các quy tắc này.
Tom didn't even bother looking up from his work.,Tom thậm chí không buồn nhìn lên từ công việc của mình.
Tom pulled into a gas station,tom kéo vào một trạm xăng
Are you saying Tom is dangerous?,bạn đang nói tom là nguy hiểm?
Tom is tolerant.,tom là khoan dung.
I'm very tired. I don't feel like taking a walk now.,tôi vô cùng mệt mỏi. Tôi không cảm thấy muốn đi dạo bây giờ.
He is the man you met the other day,anh ấy là người đàn ông bạn gặp hôm nọ
Tom showed me around town.,tom chỉ cho tôi xung quanh thị trấn.
Tom dropped out of school and started working when he was thirteen,Tom bỏ học và bắt đầu đi làm khi anh mười ba tuổi
They had a brief date.,họ đã có một ngày ngắn ngủi.
Tom's ugly.,Tom xấu xí.
They might come.,họ có thể đến
Hurrying leads to mistakes being made.,vội vàng dẫn đến sai lầm đang được thực hiện.
I take it you disagree.,tôi lấy nó bạn không đồng ý
They are going to emigrate to America.,họ sẽ di cư sang Mỹ.
I was laughed at in school today.,hôm nay tôi đã cười
I will get you a bike for your birthday,tôi sẽ tặng bạn một chiếc xe đạp cho ngày sinh nhật của bạn
I think it's unlikely that plants feel pain,tôi nghĩ rằng thực vật không cảm thấy đau
He is what is called a champion of justice.,anh ấy là những gì được gọi là một nhà vô địch của công lý.
You had better do it at once.,bạn nên làm điều đó ngay lập tức.
Tom didn't have to study.,Tom không phải học.
Mr. Hoshino is hard to please.,Ông. hoshino là khó để làm hài lòng.
We love this.,chúng tôi thích điều này
The work is well worth the trouble.,công việc rất đáng để gặp rắc rối
Will you watch the Olympics?,bạn sẽ xem olympics chứ?
I am ready to die.,tôi sẵn sàng để chết.
I passed up an opportunity to see him.,tôi đã bỏ qua một cơ hội để nhìn thấy anh ta.
My husband is in high spirits today,hôm nay chồng tôi rất phấn chấn
Come if you can.,đến nếu bạn có thể
Who's going to tell Tom they can't do that?,Ai sẽ nói với tom họ không thể làm điều đó?
What happens when an unstoppable force hits an unmovable object?,Điều gì xảy ra khi một lực không thể ngăn cản đánh vào một vật thể không thể di chuyển?
What does he want to do?,anh ấy muốn làm gì?
They said they would not fight,họ nói họ sẽ không đánh nhau
He's the most likely to succeed,anh ấy có khả năng thành công nhất
I think it's unlikely that Tom will marry Mary,tôi nghĩ không chắc tom sẽ cưới mary
Last year was a period of economic uncertainty.,năm ngoái là thời kỳ bất ổn kinh tế.
An idea came to me,một ý tưởng đã đến với tôi
"You made Tom do it, didn't you?",bạn đã làm tom phải không?
School keeps me pretty busy.,Trường học khiến tôi khá bận rộn.
Tom apologized for being late.,Tom xin lỗi vì đến muộn.
He will take over the business when his father retires,ông sẽ tiếp quản công việc kinh doanh khi cha ông nghỉ hưu
Our boat followed a school of fish,thuyền của chúng tôi theo một trường cá
I still have three hours before my plane leaves,tôi vẫn còn ba giờ trước khi máy bay rời đi
Tom knows Mary won't do what John asked her to do,Tom biết mary sẽ không làm những gì john yêu cầu cô ấy làm
It wasn't sensational,nó không giật gân
Tom doesn't look too good,Tom trông không được tốt lắm
She could not find her way back.,cô không thể tìm được đường về.
I got some shampoo in my eyes and it burns.,Tôi có một ít dầu gội trong mắt và nó bị bỏng.
I hear you've all been pretty busy yourselves,tôi nghe nói tất cả các bạn đã khá bận rộn
Give me all your money.,đưa hết tiền của bạn cho tôi.
You never told me that you wanted to learn how to play the banjo,bạn chưa bao giờ nói với tôi rằng bạn muốn học cách chơi đàn banjo
How many people are you planning on inviting?,có bao nhiêu người bạn dự định mời?
I hope he'll wait for me,tôi hy vọng anh ấy sẽ đợi tôi
Don't underestimate your opponents.,đừng đánh giá thấp đối thủ của bạn.
Just tell me to leave and I'll leave,chỉ cần nói với tôi để đi và tôi sẽ rời đi
That's the way he likes it,đó là cách anh ấy thích nó
Do you think you could make a little less noise?,Bạn có nghĩ rằng bạn có thể làm cho một chút tiếng ồn?
Tom introduced Mary to all his friends.,tom giới thiệu mary cho tất cả bạn bè của mình.
Our teacher seemed surprised.,giáo viên của chúng tôi có vẻ ngạc nhiên.
Tom apparently isn't so sure of that.,Tom dường như không chắc chắn về điều đó.
I love playing solitaire.,Tôi thích chơi solitaire.
What to do next is the question,Làm gì tiếp theo là câu hỏi
I'll call them.,Tôi sẽ gọi cho họ.
I've known Tom longer than you've been alive.,Tôi đã biết tom lâu hơn bạn còn sống.
Tom grinned.,tom cười toe toét.
We would love to work with you.,chúng tôi rất thích làm việc với bạn.
He is nothing but a minor composer,ông không là gì ngoài một nhà soạn nhạc nhỏ
"He's very smart, and he's handsome too.","Anh ấy rất thông minh, và anh ấy cũng đẹp trai."
Keep an eye on my suitcase while I get my ticket.,để mắt đến chiếc vali của tôi trong khi tôi lấy vé.
It won't be long before he returns home,sẽ không lâu trước khi anh ấy trở về nhà
"When he came to, he was tied to a chair in the basement.","Khi anh ta đến, anh ta bị trói vào một cái ghế dưới tầng hầm."
My son has a toothache,con trai tôi bị đau răng
I have been to see the baseball game.,tôi đã được xem trận bóng chày
I won't let anyone harm you,tôi sẽ không để ai làm hại bạn
How was the universe formed?,vũ trụ được hình thành như thế nào?
The idea of camping has never appealed to me.,ý tưởng cắm trại chưa bao giờ hấp dẫn tôi.
The man ran away,người đàn ông bỏ chạy
You're looking very well.,bạn đang nhìn rất tốt
Tom needs to work.,tom cần phải làm việc
"No matter how hard you try, the result will be the same","cho dù bạn cố gắng thế nào, kết quả sẽ vẫn như vậy"
Tom injured his knee and can't go swimming today.,Tom bị thương đầu gối và không thể đi bơi ngày hôm nay.
He made the most of his chance to learn.,anh ấy đã tận dụng tối đa cơ hội của mình để học hỏi.
Has Tom called?,Tom đã gọi chưa?
Has Flight 123 arrived?,chuyến bay 123 đã đến chưa?
I asked Tom to make sure that he didn't show up late.,tôi hỏi tom để chắc chắn rằng anh ấy không xuất hiện muộn.
Tom didn't have time to spend with his children.,Tom không có thời gian dành cho con cái.
I hid myself for fear of being scolded by my teacher,tôi giấu mình vì sợ bị giáo viên mắng
Tom will die.,tom sẽ chết
I asked Tom what he'd do,tôi hỏi tom anh ấy làm gì
I'm tired of translating.,tôi mệt mỏi với việc dịch
Who will do it?,ai sẽ làm điều đó
It's been bought and paid for.,nó đã được mua và trả tiền.
When are you planning to tell Tom?,khi nào bạn định nói với tom
This is a map,đây là một cái bản đồ
We were astonished to hear what had happened.,chúng tôi đã rất ngạc nhiên khi nghe những gì đã xảy ra.
Tom was behaving like a spoiled brat,tom đã cư xử như một đứa trẻ hư
It is still a mystery who wrote the letter.,nó vẫn là một bí ẩn người đã viết bức thư.
There are a lot of good restaurants in Boston.,có rất nhiều nhà hàng tốt ở boston.
It's too dangerous for you to stay here.,Thật nguy hiểm cho bạn khi ở đây.
Who are they fighting?,Họ đang chiến đấu với ai?
"The British troops fought hard, but could not stop the Germans","quân đội Anh đã chiến đấu hết mình, nhưng không thể ngăn chặn được người Đức"
"Well, that went smoothly.","tốt, điều đó đã diễn ra suôn sẻ."
It's better to err on the side of caution,tốt hơn hết là bạn nên cảnh giác
Tom doesn't know how to have a good time.,Tom không biết làm thế nào để có một thời gian tốt.
At least tell Tom how you feel.,ít nhất là nói với tom bạn cảm thấy thế nào
A lot has happened since that time,rất nhiều điều đã xảy ra kể từ thời điểm đó
How many books can I take out at one time?,Có bao nhiêu cuốn sách tôi có thể lấy ra cùng một lúc?
Tom is a member of the NRA,tom là một thành viên của nra
Tom had a problem with his car,tom có vấn đề với chiếc xe của anh ấy
My sister sang an English song at the party.,em gái tôi đã hát một bài hát tiếng Anh tại bữa tiệc.
Tom spoke to Mary in French.,tom nói với mary bằng tiếng Pháp.
Tom'll manage.,Tom sẽ quản lý.
His salary can't keep pace with inflation.,lương của anh ta không thể theo kịp lạm phát.
I take it you have a problem with Tom,"tôi hiểu rồi, bạn có vấn đề với tom"
Tom wants to know how much ice cream Mary ate,Tom muốn biết bao nhiêu kem mary đã ăn
Tom asked Mary how long she could wait,Tom hỏi mary cô ấy có thể đợi bao lâu
I don't want to jump the gun.,Tôi không muốn nhảy súng.
Mary is a budding actress.,mary là một nữ diễn viên vừa chớm nở.
Tom doesn't eat breakfast.,Tom không ăn sáng.
I want to talk to you about this list.,tôi muốn nói chuyện với bạn về danh sách này
Tom is now out of sight,Tom đã khuất mắt
You're innocent,bạn vô tội
I let Tom borrow my baseball glove,tôi cho tom mượn găng tay bóng chày của tôi
Akiko has some friends in France.,akiko có một số người bạn ở Pháp.
"Come to the party, will you?","Hãy đến bữa tiệc, bạn nhé!"
I brought you some water,tôi mang cho bạn một ít nước
Can you please reduce the volume of the music?,bạn có thể vui lòng giảm âm lượng của âm nhạc không?
What's Tom planning?,Tom có kế hoạch gì?
I met your parents yesterday,tôi đã gặp bố mẹ của bạn ngày hôm qua
"Turn left at the next corner, and you'll find the station.",rẽ trái ở góc tiếp theo và bạn sẽ tìm thấy nhà ga.
I won't be here much longer,tôi sẽ không ở đây lâu nữa
That is a good idea.,Ý tưởng hay đấy.
Who could ask for anything more?,ai có thể yêu cầu gì hơn không?
Do you want to know what I'm doing?,bạn có muốn biết tôi đang làm gì không?
Water evaporates when it is heated.,nước bay hơi khi nó được làm nóng.
Where will you go for the vacation?,bạn sẽ đi nghỉ ở đâu
I have to recharge the batteries.,tôi phải sạc lại pin
Mix three eggs and a cup of sugar,trộn ba quả trứng và một chén đường
Don't disobey my orders.,đừng làm trái mệnh lệnh của tôi
"That's the problem, isn't it?","Đó là vấn đề, phải không?"
I've never seen you so busy.,Tôi chưa bao giờ thấy bạn bận rộn như vậy.
Tom had trouble finding a public telephone.,tom gặp khó khăn khi tìm một điện thoại công cộng.
I'm offering you the chance to be happy,tôi đang cho bạn cơ hội được hạnh phúc
I am visiting my friends,tôi đang thăm bạn bè của tôi
Why are you singing?,tại sao bạn hát
Give Tom some room here.,cho tom một số phòng ở đây.
I see your problem,tôi thấy vấn đề của bạn
Will it clear up soon?,nó sẽ rõ ràng sớm?
Tom is with a client,tom là với một khách hàng
I went to the bank to take out money.,tôi đã đến ngân hàng để lấy tiền.
We'll miss Tom.,chúng tôi sẽ nhớ tom.
Why did he quit smoking?,Tại sao anh ta bỏ thuốc lá?
"Tom is asleep, but Mary is awake","Tom đang ngủ, nhưng mary đã thức"
Tom was one of my students.,tom là một trong những học sinh của tôi
I am an entrepreneur.,tôi là một doanh nhân
The bag is empty,cái túi rỗng
"I'll call you tomorrow, OK?","Tôi sẽ gọi cho bạn vào ngày mai, được chứ?"
Tom thought I knew Mary.,Tom nghĩ tôi biết mary.
Tom said he didn't want anything for his birthday,Tom nói anh ấy không muốn bất cứ điều gì cho ngày sinh nhật của mình
There's a light switch right inside the door.,Có một công tắc đèn ngay bên trong cánh cửa.
Tom gladly agreed,tom vui vẻ đồng ý
He ought to be ashamed of his ignorance,anh ta phải xấu hổ vì sự thiếu hiểu biết của mình
This is the only one I have.,đây là người duy nhất tôi có
This looks kind of cute.,Điều này có vẻ dễ thương.
What do you say to eating out tonight?,Bạn nói gì khi đi ăn tối nay?
The Titanic sunk on its maiden voyage,tàu Titanic chìm trong chuyến đi đầu tiên của nó
I need to leave.,Tôi cần phải rời đi.
I asked him if I could read his book,tôi hỏi anh ta nếu tôi có thể đọc cuốn sách của anh ta
I was wondering when you'd show up,tôi đã tự hỏi khi bạn xuất hiện
That was so amazing.,điều đó thật tuyệt vời
I wasn't trying to make a move or anything,tôi đã không cố gắng để di chuyển hoặc bất cứ điều gì
Tom will take the 2:30 train.,tom sẽ đi tàu 2:30.
Tom just didn't want to tell Mary. He didn't mind telling me.,Tom chỉ không muốn nói với mary. anh không ngại nói với tôi.
It was so dark that they could hardly see,trời tối đến nỗi họ khó có thể nhìn thấy
"When she awoke, the family was there.","Khi cô tỉnh dậy, gia đình đã ở đó."
Why are you all sad?,tại sao bạn buồn
"As soon as we get the answer, we'll phone you.","Ngay sau khi chúng tôi nhận được câu trả lời, chúng tôi sẽ gọi cho bạn."
Teach them how to make a salad,dạy họ cách làm salad
Tom has probably gone for a walk,Tom có lẽ đã đi dạo
What's her picture doing here?,hình ảnh của cô ấy đang làm gì ở đây?
We looked everywhere,chúng tôi đã tìm khắp nơi
I'd like to determine the value of this painting,tôi muốn xác định giá trị của bức tranh này
We need an ambulance,chúng ta cần một xe cứu thương
You're upsetting Tom.,bạn đang làm phiền tom
Tom didn't keep his promise,tom đã không giữ lời hứa
Food shipments were blocked.,lô hàng thực phẩm đã bị chặn.
I've been running.,Tôi đã chạy.
My ex-boyfriend was brought up in Portugal.,Bạn trai cũ của tôi đã được đưa lên trong bồ đào nha.
He went duck hunting,anh ấy đi săn vịt
"They will arrive at six, and then we will all have dinner.",họ sẽ đến lúc sáu giờ và sau đó tất cả chúng ta sẽ ăn tối.
