en_sents,vi_sents
Do you want me to help Tom?,bạn có muốn tôi giúp tom không?
We might have rain before long.,Chúng ta có thể có mưa không lâu nữa.
It goes without saying that nothing is more important than health,Không cần phải nói rằng không có gì quan trọng hơn sức khỏe
Your appearance is vastly superior to mine.,Vẻ ngoài của bạn vượt trội hơn hẳn so với tôi.
Does he know how she feels about him?,Anh ấy có biết cô cảm thấy thế nào về anh ấy không?
I think you should see this,tôi nghĩ bạn nên thấy điều này
Prices continued to rise,giá tiếp tục tăng
What kind of food would you prefer?,Bạn muốn ăn loại thức ăn nào?
His name is Tom and he lives next to the post office,anh ấy tên là tom và anh ấy sống cạnh bưu điện
It's conceivable she will be our teacher.,Có thể cô ấy sẽ là giáo viên của chúng ta.
What's the speed limit on this road?,giới hạn tốc độ trên con đường này là gì?
Wait until dark.,Đợi đến tối.
You ought to express remorse for your remarks.,Bạn nên bày tỏ sự hối tiếc về những nhận xét của mình.
That particular classroom lacks adequate space.,Lớp học cụ thể đó thiếu không gian đầy đủ.
It's common for philosophy to be seen as hard.,"Thông thường, triết học được coi là khó."
You can't complain,bạn không thể phàn nàn
Let's not exaggerate the facts.,chúng ta đừng phóng đại sự thật
She waited for you for two hours.,cô ấy đợi bạn trong hai giờ.
She speaks English and also speaks Swahili,cô ấy nói tiếng anh và cũng nói
I'll pack.,Tôi sẽ gói.
My neck hurts today.,cổ tôi đau hôm nay
I have difficulty recalling student names.,Tôi gặp khó khăn trong việc nhớ lại tên học sinh.
Tom has agreed to advance us three thousand dollars.,Tom đã đồng ý cho chúng tôi ứng trước ba ngàn đô la.
It's not natural.,nó không tự nhiên
That's not going to help,điều đó sẽ không giúp
I hadn't thought you'd be here today.,Tôi không nghĩ bạn sẽ ở đây hôm nay.
The day after tomorrow is Tom's birthday.,ngày sau ngày mai là sinh nhật của tom
Can you come on Sunday evening?,bạn có thể đến vào tối chủ nhật không?
Tom searched for his camera.,Tom tìm kiếm máy ảnh của mình.
Tom failed to notice how exhausted Mary truly was.,Tom đã không nhận thấy Mary thực sự mệt mỏi đến mức nào.
It went very smoothly.,nó đã diễn ra rất suôn sẻ.
Don't bother me with details.,đừng làm phiền tôi với các chi tiết.
Look at the trouble you've caused us.,Nhìn xem bạn đã gây ra rắc rối gì cho chúng ta rồi.
Any luggage to declare for checking?,Có hành lý nào để khai báo kiểm tra không?
Instruct Tom to stop bothering me.,Hãy bảo Tom ngừng làm phiền tôi.
My schedule isn't overly packed.,Lịch trình của tôi không quá dày đặc.
I thought you were going to stay with Tom.,Tôi nghĩ bạn sẽ ở lại với tom.
They warned it could spark a domestic war.,Họ cảnh báo nó có thể châm ngòi cho một cuộc chiến tranh trong nước.
The actual situation is unknown to everyone.,Tình hình thực tế không ai biết.
I'll be in my quarters.,tôi sẽ ở trong khu của tôi
We'll just have to manage with our current resources.,Chúng ta sẽ chỉ phải xoay sở với các nguồn lực hiện có.
If only that were how things are.,Giá như mọi chuyện là như vậy.
His whole family is like that.,Cả nhà anh đều như vậy.
They are having a really good time,họ đang có khoảng thời gian thực sự tốt
What really happened to us?,Điều gì thực sự xảy ra với chúng ta?
Hunting is something I do on an almost daily basis.,Săn bắn là điều tôi làm gần như hàng ngày.
You need this.,bạn cần cái này.
"You never give up, do you?","bạn không bao giờ bỏ cuộc, phải không?"
Do you know Mr. Takahashi?,bạn có biết ông takahashi?
Tom eats everything that his mother gives him.,Tom ăn tất cả mọi thứ mà mẹ anh ấy cho anh ấy.
"Young as he is, he has a large family to provide for.","Khi còn trẻ, anh ấy có một gia đình lớn để chu cấp."
That'll do it.,Điều đó sẽ làm điều đó.
Tom didn't tell us what we wanted to know,tom đã không cho chúng tôi biết những gì chúng tôi muốn biết
He can speak French and English,anh ấy có thể nói tiếng Pháp và tiếng Anh
My concept was approved by him.,Ý tưởng của tôi đã được ông ấy chấp thuận.
My mother likes tea very much,mẹ tôi rất thích trà
I have a deep affection for my urban area.,Tôi có một tình cảm sâu sắc với khu đô thị của mình.
"You write very neatly, don't you?",bạn viết rất gọn gàng phải không?
You'll find clear glass in the majority of cars.,Bạn sẽ tìm thấy kính trong ở đa số các xe ô tô.
The events transpiring were simply unbelievable to me.,Những sự kiện đang diễn ra đơn giản là không thể tin được đối với tôi.
What's your strategy?,chiến lược của bạn là gì?
It is necessary that you see a doctor.,điều cần thiết là bạn phải gặp bác sĩ
He had reached a great age.,Ông ấy đã đạt đến một tuổi rất cao.
Would you please close the window?,bạn vui lòng đóng cửa sổ chứ?
The kid is ill and has remained hospitalized since the past Sunday.,Đứa trẻ bị ốm và vẫn nằm viện kể từ Chủ nhật tuần trước.
Tom was chewing on a toothpick.,Tom đang nhai một cây tăm.
It wasn't long before Tom and Mary were inseparable best pals.,Chẳng bao lâu sau Tom và Mary đã trở thành đôi bạn thân không thể tách rời.
Meeting Tom is of utmost importance.,Việc gặp Tom là vô cùng quan trọng.
The two men were arrested for reckless driving,Hai người đàn ông bị bắt vì lái xe liều lĩnh
The beauty of nature is precious.,Vẻ đẹp của thiên nhiên thật đáng quý.
Tom took a seat beside Mary on a bench.,Tom ngồi xuống cạnh Mary trên một chiếc ghế.
The odds are in Tom's favor.,tỷ lệ cược có lợi cho tom.
We're in charge.,chúng tôi phụ trách.
Will I have the pleasure of seeing you again?,tôi sẽ rất vui khi gặp lại bạn chứ?
It wasn't long before Tom and Mary were inseparable pals.,Chẳng bao lâu sau Tom và Mary đã trở thành đôi bạn thân không thể tách rời.
Go inside.,đi vào bên trong.
Where would you suggest we start?,bạn muốn đề nghị chúng ta bắt đầu từ đâu?
Tom doesn't know Mary's last name.,Tom không biết họ của mary.
Would you mind sending this package for me?,Bạn có phiền gửi gói hàng này giúp tôi không?
Inform me about your undertaking.,Hãy thông báo cho tôi về công việc bạn đang thực hiện.
Leave it to me; there's no cause for concern.,Cứ để đó cho tôi; không có gì phải lo lắng đâu.
Tom placed a hand over his mouth.,Tom đặt một tay lên miệng.
John is older than Robert.,John già hơn robert.
I've been engaged twice.,Tôi đã đính hôn hai lần.
Could you tell me your school days per week?,Bạn có thể cho tôi biết số ngày bạn đi học mỗi tuần không?
We should return to our duties.,Chúng ta nên quay lại với nhiệm vụ của mình.
The boy cannot keep quiet for ten minutes.,Cậu bé không thể giữ im lặng trong mười phút.
"He speaks Spanish, not to mention English and German.","Anh nói tiếng Tây Ban Nha, không đề cập đến tiếng Anh và tiếng Đức."
Tom sustained serious harm.,Tom bị tổn hại nghiêm trọng.
I look forward to hearing your thoughts on this matter.,Tôi mong muốn được nghe suy nghĩ của bạn về vấn đề này.
A course of action is necessary for me.,Một phương hướng hành động là cần thiết đối với tôi.
"If you don't want it, I'll eat it.","nếu bạn không muốn nó, tôi sẽ ăn nó"
Tom talks to me a lot,tom nói chuyện với tôi rất nhiều
Have another drink,có đồ uống khác
Tom was absorbed in contemplation.,Tom đang say mê suy ngẫm.
We shouldn't take the chance.,Chúng ta không nên chấp nhận rủi ro đó.
The sun rose over the horizon.,mặt trời mọc trên đường chân trời.
I learned my trade as Tom's apprentice.,Tôi đã học nghề khi là người học việc của Tom.
He is precisely the one you are looking for,anh ấy chính xác là người bạn đang tìm kiếm
I'd prefer to review the situation.,Tôi muốn xem xét tình hình.
"If you're not careful, you might slip and fall on the icy steps.","nếu bạn không cẩn thận, bạn có thể trượt và ngã trên những bước băng giá."
I wish to dine.,Tôi muốn dùng bữa.
Tom was told by me that I am married.,Tôi đã nói với Tom rằng tôi đã có gia đình.
I was in a plane crash.,tôi bị tai nạn máy bay
Tom is undoubtedly upset.,Tom chắc chắn đang khó chịu.
This machine is broken.,Máy này bị hỏng.
His best-selling novel brought him immense riches.,Cuốn tiểu thuyết bán chạy nhất của ông ấy đã mang lại cho ông ấy sự giàu có khổng lồ.
I enjoyed myself yesterday.,Tối qua tôi đã tận hưởng rất nhiều.
Meg has a knack for languages.,meg có sở trường về ngôn ngữ
That was such good a book that I read it three times,đó là một cuốn sách hay đến nỗi tôi đã đọc nó ba lần
And everyone has the ability to contribute,và mọi người đều có khả năng đóng góp
"When it comes to making things, I'm all thumbs","khi nói đến việc làm, tôi chỉ là ngón tay cái"
You have a difficult schedule to keep,bạn có một lịch trình khó khăn để giữ
That particular night was the lowest point of my life.,Đêm đặc biệt đó là điểm thấp nhất trong cuộc đời tôi.
"If I were you, I'd paint it blue.","nếu tôi là bạn, tôi sẽ sơn nó màu xanh."
Arrive ahead of time to secure a prime spot.,Hãy đến sớm để đảm bảo có được một vị trí tốt nhất.
Please describe your project to me.,Vui lòng mô tả dự án của bạn cho tôi.
John is in the swimming club.,john đang ở trong câu lạc bộ bơi lội
He lay on his back on the bed,anh nằm ngửa trên giường
How much do you bet?,bạn đặt cược bao nhiêu
The San Jacinto conflict commenced at 4 PM.,Cuộc xung đột San Jacinto bắt đầu lúc 4 giờ chiều.
He did it without me knowing.,ông đã làm điều đó mà tôi không biết.
They're staring at each other.,họ đang nhìn chằm chằm vào nhau.
I'm supposed to see Tom,tôi phải xem tom
It's hard to please Mr. Hoshino.,thật khó để làm hài lòng ông. hoshino.
My cousin in Hokkaido is a good skier.,Anh em họ của tôi ở hokkaido là một vận động viên trượt tuyết giỏi.
They are touring Kyoto's attractions.,Họ đang tham quan các điểm thu hút của Kyoto.
He did not repeat the truth to anyone.,anh không nhắc lại sự thật với ai.
Your time limit is thirty seconds.,Giới hạn thời gian của bạn là ba mươi giây.
Tom and Mary talked over a cup of coffee,Tom và mary nói chuyện với một tách cà phê
"You haven't seen Tom today, have you?","bạn đã không nhìn thấy tom ngày hôm nay, phải không?"
Japan entered into an alliance with France just before the war,Nhật Bản đã gia nhập một liên minh với Pháp ngay trước chiến tranh
I don't feel attractive when dressed in jeans.,Tôi không cảm thấy hấp dẫn khi mặc quần jean.
I have to fire Tom,tôi phải bắn tom
Could you please provide me with a light?,Bạn có thể châm lửa giúp tôi được không?
Give me liberty or give me death,cho tôi tự do hoặc cho tôi cái chết
I don't have a phone book,tôi không có danh bạ điện thoại
He must have left,anh ấy phải rời đi
I'm very sensitive to cold. May I have another blanket?,Tôi rất nhạy cảm với lạnh. tôi có thể có một cái chăn khác không?
I think I'll take a look around,tôi nghĩ rằng tôi sẽ nhìn xung quanh
She acknowledged that mathematics was her most challenging subject.,Cô ấy thừa nhận rằng toán học là môn học khó khăn nhất của mình.
Jealousy was present among the other girls.,Sự ghen tị đã xuất hiện ở những cô gái khác.
I saw the man jump.,tôi thấy người đàn ông nhảy.
She doesn't know how to play golf,cô ấy không biết chơi gôn
We went into a shop to get some food.,chúng tôi đã đi vào một cửa hàng để có được một số thực phẩm.
The church is between my house and yours,nhà thờ nằm giữa nhà tôi và của bạn
Neither smoking nor drinking is something I do.,Tôi không làm cả việc hút thuốc lẫn uống rượu.
What a woman!,Đúng là phụ nữ!
It nearly cost me my life.,nó gần như làm tôi mất mạng
You're with us now,bạn đang ở với chúng tôi
Tom kept hitting the door repeatedly.,Tom cứ đập cửa liên tục.
He got into the habit of smoking in his youth,anh ấy có thói quen hút thuốc khi còn trẻ
This is not a cat. This is a dog.,đây không phải là một con mèo đây la một con cho.
Tom is very good at playing songs by Eric Clapton.,tom rất giỏi chơi các bài hát của eric clapton.
I was learning the trade from Tom.,Tôi đã học nghề từ Tom.
She sometimes has her sister write her term papers.,đôi khi cô có chị gái viết giấy hạn.
She was stupid enough to go out with him.,Cô đủ ngu ngốc để đi chơi với anh.
She maintains a log of all her expenditures.,Cô ấy duy trì một nhật ký về tất cả các khoản chi tiêu của mình.
I have prior experience with this.,Tôi đã có kinh nghiệm trước đây với việc này.
Other young women harbored feelings of envy.,Những cô gái trẻ khác nuôi dưỡng cảm giác ghen tị.
He drew specific attention to the matter at hand.,Ông ấy đã đặc biệt chú ý đến vấn đề đang được thảo luận.
There's something I need to tell you,có gì đó tôi cần nói với bạn
Do you think Tom is in Boston?,bạn có nghĩ tom ở boston không?
Tom is currently accompanied by his mom.,Tom hiện đang đi cùng mẹ anh ấy.
I rode home with Tom last night.,Tôi đã về nhà với tom tối qua.
I wonder what this place was like three years ago.,tôi tự hỏi nơi này giống như ba năm trước.
I thought I was going to make it here on time.,tôi nghĩ rằng tôi sẽ đến đây đúng giờ.
Where were you raised?,Bạn đã được nuôi lớn ở đâu?
My running speed is the same as Jim's.,Tốc độ chạy của tôi ngang bằng với Jim.
The only girl Tom has ever dated is Mary.,cô gái tom duy nhất từng hẹn hò là mary.
Do you eat out often?,bạn có thường xuyên đi ăn không
How did you get here?,bạn đến đây bằng cách nào?
You are no younger than I am.,bạn không trẻ hơn tôi
He was listening to music in his room.,anh đang nghe nhạc trong phòng.
I'll be returning after some months have passed.,Tôi sẽ quay lại sau khi vài tháng trôi qua.
My question received a negative reply from him.,Câu hỏi của tôi đã nhận được một câu trả lời phủ định từ anh ấy.
I never knew Tom's mother was Japanese,tôi không bao giờ biết mẹ của tom là người Nhật
"You're disappointed, aren't you?",bạn thất vọng phải không?
Are you confident about letting her be responsible for your life?,Bạn có tự tin để cô ấy chịu trách nhiệm về cuộc đời mình không?
I was going to talk to you about it,tôi sẽ nói với bạn về nó
The accident occurred yesterday morning,tai nạn xảy ra sáng hôm qua
"When I got out of jail, I wanted to patch up things with my wife.","Khi tôi ra tù, tôi muốn vá lại mọi thứ với vợ."
I wasn't looking at Tom.,tôi đã không nhìn vào tom.
It won't be long before they marry.,Sẽ không lâu nữa là họ kết hôn.
You're losing your vigilance.,Bạn đang mất cảnh giác.
"Although each person follows a different path, our destinations are the same.","mặc dù mỗi người đi theo một con đường khác nhau, điểm đến của chúng ta đều giống nhau."
You need to grasp a few key points.,Bạn cần phải nắm rõ một vài điểm quan trọng.
"Tom hadn't washed dishes in a week, so the sink was full of dirty dishes.","Tom đã không rửa bát trong một tuần, vì vậy bồn rửa đầy bát đĩa bẩn."
We have household tasks; keep that in mind.,Chúng ta có công việc nhà; hãy nhớ điều đó.
He glared at me fiercely,anh ấy lườm tôi dữ dội
Hanako likes cake very much.,hanako rất thích bánh.
Which person can communicate in English?,Người nào có thể giao tiếp bằng tiếng Anh?
It seems to me that paying thirty dollars for this is too much.,"Đối với tôi, trả ba mươi đô la cho cái này là quá nhiều."
Tom and Mary don't speak French at home,tom và mary không nói tiếng Pháp ở nhà
How old are the kids?,Mây đưa trẻ đo bao nhiêu tuổi?
I can't believe no one heard that.,Tôi không thể tin rằng không ai nghe thấy điều đó.
We absolutely must arrange a meeting with Tom.,Chúng ta nhất định phải sắp xếp một cuộc gặp với Tom.
On what occasion did you come to own this building?,Bạn đã sở hữu tòa nhà này vào dịp nào?
They incurred a deficit of two million dollars.,Họ đã chịu một khoản thâm hụt hai triệu đô la.
I can't sell that to you.,tôi không thể bán nó cho bạn
Please support Tom with this.,Xin hãy hỗ trợ Tom với việc này.
Don't back down,đừng lùi bước
I'd like to elaborate on a point for your understanding.,Tôi muốn giải thích thêm một điểm để bạn hiểu rõ hơn.
My expectation was for Tom to be here.,Điều tôi mong đợi là Tom sẽ có mặt ở đây.
Tom clearly shows he doesn't fancy Mary.,Tom thể hiện rõ ràng rằng anh ấy không thích Mary.
Is it wise for me to fabricate something?,Có khôn ngoan không nếu tôi bịa đặt gì đó?
He usually gets up at six,anh ấy thường thức dậy lúc sáu giờ
Could you slide the table towards here?,Bạn có thể đẩy cái bàn về phía này được không?
The reality of his father being a mass murderer is hard for Tom to process.,Thực tế cha mình là một kẻ giết người hàng loạt rất khó để Tom chấp nhận.
She resembles a broomstick due to her extreme thinness.,Cô ấy trông giống một cây chổi do quá gầy.
We should play baseball after the rain has cleared.,Chúng ta nên chơi bóng chày sau khi trời tạnh mưa.
Many American planes were shot down.,nhiều máy bay Mỹ bị bắn hạ.
October is when I'll be returning to Boston.,Tháng Mười là lúc tôi sẽ trở về Boston.
Tom's mind was preoccupied.,Tâm trí của Tom đang bận rộn.
How well can you play guitar?,bạn có thể chơi guitar tốt như thế nào?
I wouldn't imagine you'd grasp it.,Tôi sẽ không tưởng tượng bạn sẽ nắm bắt được điều đó.
"Like I told you yesterday, I'm too busy to help.","Như tôi đã nói với bạn ngày hôm qua, tôi quá bận để giúp đỡ."
They predicted it would ignite a civil war.,Họ dự đoán nó sẽ châm ngòi cho một cuộc nội chiến.
It's plain to see Tom doesn't like Mary.,Dễ thấy Tom không thích Mary.
I discovered the gloves located beneath the chair.,Tôi đã phát hiện ra đôi găng tay nằm dưới ghế.
That cat is brown.,Con mèo đó màu nâu.
Make sure you don't leave without your umbrella.,Đảm bảo bạn không quên mang theo ô.
I've never killed anyone.,Tôi chưa bao giờ giết ai cả.
Every one of us will perish.,Mỗi người trong chúng ta đều sẽ chết.
"When I got out of jail, the first thing I wanted to do was to eat at my favorite restaurant","Khi tôi ra tù, điều đầu tiên tôi muốn làm là ăn ở nhà hàng yêu thích của tôi"
He could ski well when he was young,anh ấy có thể trượt tuyết tốt khi còn trẻ
The question is which to choose.,Câu hỏi là chọn cái nào.
It'll be amazing to drift off to sleep without a single thought of Tom lingering.,Sẽ thật tuyệt vời khi chìm vào giấc ngủ mà không còn một chút suy nghĩ nào về Tom.
I killed them all,tôi đã giết tất cả
Tom comes from a sizable family.,Tom đến từ một gia đình khá đông.
I only hope you're right,tôi chỉ hy vọng bạn đúng
What is two plus two?,hai cộng hai bằng mấy?
Tom was deeply engrossed in his thoughts.,Tom chìm sâu vào suy nghĩ của mình.
A number of donuts are here with me.,Một số bánh rán đang ở đây với tôi.
It's a common belief that philosophy is arduous.,Có một niềm tin phổ biến rằng triết học là khó khăn.
It's difficult bringing up a child who is not your own.,thật khó để nuôi dạy một đứa trẻ không phải của bạn.
I went out in spite of the rain,tôi đã đi ra ngoài bất chấp mưa
Could you tell me where he's currently working?,Bạn có thể cho tôi biết anh ấy hiện đang làm việc ở đâu không?
Sports aren't Tom's strong suit.,Thể thao không phải là sở trường của Tom.
Their wedding will happen in short order.,Đám cưới của họ sẽ diễn ra nhanh chóng.
Leaping from a truck in motion is dangerous.,Nhảy ra khỏi một chiếc xe tải đang chuyển động là nguy hiểm.
I wasn't looking,tôi đã không tìm kiếm
Isn't Tom funny?,Tom không vui sao?
The scene is always the same,khung cảnh luôn giống nhau
Tom continued to play his banjo even after everybody asked him to stop,Tom tiếp tục chơi đàn banjo của mình ngay cả sau khi mọi người yêu cầu anh ta dừng lại
She bought eggs by the dozen.,Cô mua trứng bằng tá.
I'll do that first thing in the morning,tôi sẽ làm điều đó vào buổi sáng
Why does this have to be done?,Tại sao điều này phải được thực hiện?
It happened here,nó đã xảy ra ở đây
Do you mind my making a suggestion?,bạn có phiền khi tôi đưa ra một đề nghị?
Tom looks different,tom trông khác
Tom made it himself,tom tự làm
He takes after his father in how he speaks.,Anh ấy giống bố mình ở cách nói chuyện.
Tom's shirt was soaked with sweat,áo sơ mi của tom ướt đẫm mồ hôi
The window let in the early morning rays.,Cửa sổ cho phép những tia nắng sớm ban mai chiếu vào.
"It looks like snow, doesn't it?","Nó trông giống như tuyết, phải không?"
"You learned English from Miss Long, didn't you?",bạn đã học tiếng anh từ lâu rồi phải không?
This situation does not sit well with Tom.,Tình huống này không làm Tom vui vẻ.
That's normal,đó là bình thường
I tried to make an inconspicuous exit from the party.,tôi đã cố gắng thực hiện một lối thoát không rõ ràng từ bữa tiệc.
Please lend Tom some help.,Làm ơn giúp Tom một tay.
The train went through a tunnel,tàu đi qua một đường hầm
I had a toothache yesterday,tôi bị đau răng ngày hôm qua
How can you be so heartless?,Làm thế nào bạn có thể vô tâm như vậy?
"All right, we'll meet at five","được rồi, chúng ta sẽ gặp nhau lúc năm"
"If you don't take a vacation, you'll collapse.","nếu bạn không đi nghỉ, bạn sẽ sụp đổ."
There's only one window in my room.,chỉ có một cửa sổ trong phòng tôi
I actually had fun tonight,tôi thực sự đã có niềm vui tối nay
Tom thanked Mary for her time,tom cảm ơn mary vì đã dành thời gian
I have a student visa.,tôi có visa sinh viên
Tom got a little pie.,tom có một chiếc bánh nhỏ.
I should have told you about this earlier,tôi nên nói với bạn về điều này sớm hơn
We have done nothing,chúng tôi không làm gì cả
Why are you in town?,tại sao bạn ở thị trấn
"Far from being a failure, it was a great success","không phải là một thất bại, đó là một thành công lớn"
I won't pay for Tom.,tôi sẽ không trả tiền cho tom.
My name was officially changed to Tom Jackson.,Tên của tôi đã chính thức được đổi thành Tom Jackson.
We're ignoring you.,chúng tôi đang phớt lờ bạn.
I've been mugged.,Tôi đã bị lừa.
Don't let me die here.,đừng để tôi chết ở đây
My impression is that you're pushing yourself too much.,Ấn tượng của tôi là bạn đang ép bản thân quá nhiều.
I thought you might want something to drink,tôi nghĩ bạn có thể muốn uống gì đó
More and more people are choosing this city for their vacations.,Ngày càng có nhiều người chọn thành phố này cho kỳ nghỉ của họ.
I play tennis every Sunday.,Tôi chơi tennis mỗi chủ nhật.
He briefly visited the bookstore.,Anh ấy ghé thăm hiệu sách một lúc.
I was still at home at that time,lúc đó tôi vẫn ở nhà
Tom took off his gas mask.,tom cởi mặt nạ phòng độc.
This is Mike. Is Hiroshi there?,đây là Mike. có hiroshi không?
Don't forget what he communicated.,Đừng quên những gì anh ấy đã truyền đạt.
The way dinosaurs changed over time is highly engaging to me.,Cách khủng long thay đổi theo thời gian rất thu hút tôi.
I don't anticipate a problem.,tôi không lường trước được một vấn đề
He thought that it would be interesting and fun.,anh nghĩ rằng nó sẽ rất thú vị và vui vẻ
Tom knows the situation,tom biết tình hình
My intention is to shut down the account.,Ý định của tôi là đóng tài khoản này.
The Evans family consisted of six children.,Gia đình Evans bao gồm sáu đứa trẻ.
I want to buy an automobile,tôi muốn mua một chiếc ô tô
Most signs around here are written in French,hầu hết các dấu hiệu xung quanh đây được viết bằng tiếng Pháp
Your attention to detail is slipping.,Sự chú ý đến chi tiết của bạn đang giảm sút.
You look nice in that red sweater.,bạn trông thật đẹp trong chiếc áo len màu đỏ đó
There are 30 classes in our school.,Có 30 lớp trong trường của chúng tôi.
You should concern yourself with your own matters.,Bạn nên quan tâm đến các vấn đề của riêng mình.
What happened was a terrible mistake,chuyện gì đã xảy ra là một sai lầm khủng khiếp
We'd emerge victorious in this game if only he were a better pitcher.,Chúng tôi sẽ giành chiến thắng trong trò chơi này nếu anh ấy là một người ném bóng giỏi hơn.
Travelers strolled among the retail outlets.,Những người đi du lịch tản bộ giữa các cửa hàng bán lẻ.
Tom knows you,tom biết bạn
They are fanatical in their beliefs.,họ cuồng tín trong niềm tin của họ.
Danger currently surrounds her.,Nguy hiểm hiện đang bao vây cô ấy.
Could you share details about your project?,Bạn có thể chia sẻ thông tin chi tiết về dự án của bạn không?
You're not late,bạn không đến muộn
We'd prefer not to stir up any issues.,Chúng tôi thà không gây ra bất kỳ vấn đề nào.
There is nothing in the world from which we can't learn something,không có gì trên thế giới mà chúng ta không thể học được điều gì
No one on either side was killed.,không ai ở hai bên bị giết.
I'm still the boss around here.,Tôi vẫn là ông chủ quanh đây.
Why don't you go get Tom?,tại sao bạn không đi lấy tom?
Where is my car?,xe của tôi đâu
We're adaptable.,chúng ta có thể thích nghi.
That's the book he'll read,đó là cuốn sách anh ấy sẽ đọc
I was just wondering what languages you can speak.,tôi chỉ tự hỏi những ngôn ngữ bạn có thể nói.
Tom possesses great endurance.,Tom có sức bền rất tốt.
Mary is a budding actress.,mary là một nữ diễn viên vừa chớm nở.
You are vastly more attractive than I am.,Bạn cuốn hút hơn tôi rất nhiều.
I hope you are well.,tôi hy vọng bạn khỏe.
Tom found a job as a mechanic.,tom tìm được việc làm thợ.
It served its purpose.,Nó đã hoàn thành mục đích của nó.
He's a very agreeable person.,Anh ấy là một người rất dễ chịu.
I wish you experience the same amount of pain we endured.,Tôi ước gì bạn phải chịu đựng nỗi đau tương tự như chúng tôi đã trải qua.
One of my favorite songs is Hungry Spider.,một trong những bài hát yêu thích của tôi là con nhện đói.
We wish to avoid creating any problems.,Chúng tôi muốn tránh gây ra bất kỳ vấn đề nào.
Tom couldn't manage his taxes without help.,Tom không thể tự mình xử lý thuế mà không có sự giúp đỡ.
Tom isn't that naive.,Tom không ngây thơ đến vậy.
"Just give me a chance, OK?","chỉ cần cho tôi một cơ hội, ok?"
There always seems like there is something to do,dường như luôn có việc để làm
I'd appreciate it if you could visit my office when you have a spare moment.,Tôi sẽ rất cảm kích nếu bạn có thể ghé thăm văn phòng của tôi khi bạn có thời gian rảnh.
He began to work to get Congress to reduce taxes,ông bắt đầu làm việc để có được đại hội để giảm thuế
She meticulously documents all her purchases.,Cô ấy ghi chép tỉ mỉ tất cả các giao dịch mua hàng của mình.
A ball was struck by Fred's foot.,Một quả bóng đã bị chân Fred đá trúng.
It was wrong of Tom to take Mary's car without permission.,Tom đã sai khi lấy xe của Mary mà không xin phép.
The man is wanted for murder.,Người đàn ông bị truy nã vì tội giết người.
My friend's father is an educator.,Bố của bạn tôi là một nhà giáo.
The employer's wish is exactly that.,Đó chính xác là ý muốn của ông chủ.
The soldiers were ordered to make an attack.,những người lính được lệnh thực hiện một cuộc tấn công.
Your signature is required on this line.,Chữ ký của bạn được yêu cầu trên dòng này.
Tom finds this unsatisfactory.,Tom thấy điều này không thỏa đáng.
Tom told Mary about everything that had happened.,Tom nói với mary về mọi thứ đã xảy ra.
Is there something you wanted?,bạn muốn gì không
What time do you want me to be at work tomorrow?,mấy giờ bạn muốn tôi đi làm vào ngày mai
He speaks Japanese well,anh ấy nói tiếng Nhật tốt
I knew you weren't going anywhere.,Tôi biết bạn sẽ không đi đâu cả.
She danced with him at the high school prom.,Cô nhảy với anh tại buổi vũ hội ở trường trung học.
The train carried me to Kyoto.,Chuyến tàu đã đưa tôi đến Kyoto.
"To me, it's important.","Đối với tôi, nó quan trọng."
Ophelia wishes Hamlet were still in love with her.,ophelia mong muốn ấp vẫn còn yêu cô.
Where did you buy the ticket?,bạn đã mua vé ở đâu
We can change things,chúng ta có thể thay đổi mọi thứ
He admonished his son for being lazy,ông khuyên con trai mình lười biếng
I ought to have anticipated this outcome.,Lẽ ra tôi nên dự đoán trước kết quả này.
Tom and Mary complement each other wonderfully.,Tom và Mary bổ sung cho nhau một cách tuyệt vời.
That is quite possible.,điều đó là hoàn toàn có thể
I've been looking for it everywhere.,Tôi đã tìm kiếm nó ở khắp mọi nơi.
Can you identify these items?,Bạn có thể nhận diện những món đồ này không?
"""The Gettysburg Address"" is a concise speech.","""Địa chỉ gettysburg"" là một bài phát biểu ngắn gọn."
Let's pick a name for the child.,Hãy chọn một tên cho đứa trẻ.
This is lame.,Cái này thật dở.
Tom is clearly lost.,tom bị mất rõ ràng.
I want you to feel as much anguish as we did.,Tôi muốn bạn cảm thấy đau khổ nhiều như chúng tôi đã cảm thấy.
He tends to do everything to excess.,anh ấy có xu hướng làm mọi thứ quá mức.
Everything has to be perfect,mọi thứ phải hoàn hảo
That's what I've ordered.,đó là những gì tôi đã đặt hàng.
I'd like you to translate this document into French,Tôi muốn bạn dịch tài liệu này sang tiếng Pháp
You should not be afraid of the future.,bạn không nên sợ tương lai.
Tom is all business,tom là tất cả kinh doanh
I'm sure you did the best you could.,Tôi chắc rằng bạn đã làm tốt nhất có thể.
Tom is in a bad state of injury.,Tom đang trong tình trạng bị thương nặng.
Did Tom tell you that?,Tom đã nói với bạn điều đó?
The weather in that nation is temperate.,Khí hậu ở quốc gia đó ôn hòa.
The constant waiting wore them out.,Việc chờ đợi liên tục đã làm họ kiệt sức.
"If it is used properly, this tool will be a great help","Nếu nó được sử dụng đúng cách, công cụ này sẽ giúp ích rất nhiều"
Let me ask you a question.,Hãy để tôi hỏi bạn một câu hỏi.
We'll meet Tom there.,chúng ta sẽ gặp tom ở đó
I thought you didn't want to talk about this matter,tôi nghĩ bạn không muốn nói về vấn đề này
Go on board.,lên thuyền.
